Categoria,Nombre_Imagen,Picos_Horizontal_Original,Picos_Vertical_Original,Picos_Horizontal_Rotado,Prediccion
div,_47378.jpg,0,0,0,div
div,_47384.jpg,0,0,0,div
div,_47388.jpg,0,0,0,div
div,_47657.jpg,0,0,0,div
div,_47693.jpg,0,0,0,div
div,_47952.jpg,0,0,0,div
div,_48199.jpg,0,0,0,div
div,_48202.jpg,0,0,0,div
div,_48218.jpg,0,0,0,div
div,_48515.jpg,0,0,0,div
div,_48539.jpg,0,0,0,div
div,_48663.jpg,0,0,0,div
div,_48758.jpg,0,0,0,div
div,_48925.jpg,0,0,0,div
div,_49043.jpg,0,1,0,Desconocido
div,_49097.jpg,0,0,0,div
div,_49368.jpg,0,0,0,div
div,_49376.jpg,0,0,0,div
div,_49795.jpg,0,0,0,div
div,_49800.jpg,0,0,0,div
div,_51277.jpg,0,0,0,div
div,_51488.jpg,0,0,0,div
div,_51847.jpg,0,1,0,Desconocido
div,_51848.jpg,0,2,0,Desconocido
div,_51950.jpg,0,1,0,Desconocido
div,_52541.jpg,0,0,0,div
div,_52859.jpg,0,0,0,div
div,_53457.jpg,0,2,0,Desconocido
div,_53458.jpg,0,1,0,Desconocido
div,_53594.jpg,0,0,0,div
div,_53752.jpg,0,0,0,div
div,_53809.jpg,0,0,0,div
div,_53882.jpg,0,0,0,div
div,_54119.jpg,0,0,0,div
div,_54223.jpg,0,0,0,div
div,_54335.jpg,0,0,0,div
div,_54339.jpg,0,0,0,div
div,_54345.jpg,0,0,0,div
div,_54391.jpg,0,0,0,div
div,_54526.jpg,0,0,0,div
div,_54530.jpg,0,0,0,div
div,_54612.jpg,0,0,0,div
div,_54960.jpg,0,0,0,div
div,_55022.jpg,0,0,0,div
div,_55158.jpg,0,0,0,div
div,_55264.jpg,0,1,0,Desconocido
div,_55358.jpg,0,0,0,div
div,_55413.jpg,0,0,0,div
div,_55569.jpg,0,0,0,div
div,_55575.jpg,0,0,0,div
div,_56364.jpg,0,0,0,div
div,_56395.jpg,0,0,0,div
div,_56404.jpg,0,0,0,div
div,_56604.jpg,0,0,0,div
div,_56607.jpg,0,0,0,div
div,_56654.jpg,0,0,0,div
div,_56913.jpg,0,0,0,div
div,_57243.jpg,0,1,0,Desconocido
div,_57341.jpg,0,0,0,div
div,_57356.jpg,0,0,0,div
div,_57515.jpg,0,0,0,div
div,_57520.jpg,0,0,0,div
div,_576.jpg,0,0,0,div
div,_57608.jpg,0,0,0,div
div,_57618.jpg,0,0,0,div
div,_57666.jpg,0,0,0,div
div,_57749.jpg,0,0,0,div
div,_57751.jpg,0,1,0,Desconocido
div,_578.jpg,0,0,0,div
div,_57802.jpg,0,1,0,Desconocido
div,_58732.jpg,0,0,0,div
div,_58851.jpg,0,1,0,Desconocido
div,_59136.jpg,0,0,0,div
div,_59166.jpg,0,0,1,times
div,_59290.jpg,0,1,0,Desconocido
div,_59456.jpg,0,0,0,div
div,_59464.jpg,0,0,0,div
div,_59468.jpg,0,0,0,div
div,_59649.jpg,0,1,0,Desconocido
div,_59650.jpg,0,0,0,div
div,_597.jpg,0,0,0,div
div,_59888.jpg,0,1,0,Desconocido
div,_59937.jpg,0,0,0,div
div,_60138.jpg,0,0,0,div
div,_60148.jpg,0,2,0,Desconocido
div,_60149.jpg,0,1,0,Desconocido
div,_60150.jpg,0,0,0,div
div,_60593.jpg,0,0,0,div
div,_60925.jpg,0,0,0,div
div,_62324.jpg,0,0,0,div
div,_62624.jpg,0,2,0,Desconocido
div,_62834.jpg,0,0,0,div
div,_63034.jpg,0,0,0,div
div,_63646.jpg,0,0,0,div
div,_63841.jpg,0,0,0,div
div,_64184.jpg,0,0,0,div
div,_64186.jpg,0,0,0,div
div,_64190.jpg,0,0,0,div
div,_64437.jpg,0,0,0,div
div,_64651.jpg,0,0,0,div
div,_64661.jpg,0,0,0,div
div,_64829.jpg,0,0,0,div
div,_65116.jpg,0,0,0,div
div,_94831.jpg,0,0,0,div
div,_95396.jpg,0,0,0,div
div,_95422.jpg,0,0,0,div
div,_95934.jpg,0,0,0,div
div,_96788.jpg,0,0,0,div
div,_97012.jpg,0,0,0,div
div,_97861.jpg,0,0,0,div
div,_98000.jpg,0,0,0,div
div,_98895.jpg,0,0,0,div
equals,613.jpg,2,0,0,equals
equals,=_100074.jpg,2,0,0,equals
equals,=_100106.jpg,2,0,0,equals
equals,=_100128.jpg,2,0,0,equals
equals,=_100139.jpg,2,0,0,equals
equals,=_100150.jpg,2,0,0,equals
equals,=_100157.jpg,3,0,0,Desconocido
equals,=_100170.jpg,2,0,0,equals
equals,=_100184.jpg,2,0,0,equals
equals,=_100189.jpg,2,0,0,equals
equals,=_100201.jpg,2,0,0,equals
equals,=_100211.jpg,2,0,0,equals
equals,=_100214.jpg,3,0,0,Desconocido
equals,=_100232.jpg,2,0,0,equals
equals,=_100236.jpg,3,0,0,Desconocido
equals,=_100257.jpg,2,0,0,equals
equals,=_100265.jpg,2,0,0,equals
equals,=_100280.jpg,2,0,0,equals
equals,=_100311.jpg,2,0,0,equals
equals,=_100322.jpg,3,0,0,Desconocido
equals,=_10034.jpg,0,0,0,div
equals,=_100341.jpg,2,0,0,equals
equals,=_100353.jpg,3,0,0,Desconocido
equals,=_100366.jpg,2,0,0,equals
equals,=_100379.jpg,3,0,0,Desconocido
equals,=_100390.jpg,2,0,0,equals
equals,=_100400.jpg,3,0,0,Desconocido
equals,=_100411.jpg,2,0,0,equals
equals,=_100423.jpg,2,0,0,equals
equals,=_100437.jpg,2,0,0,equals
equals,=_100447.jpg,2,0,0,equals
equals,=_100459.jpg,2,0,0,equals
equals,=_100489.jpg,2,0,0,equals
equals,=_100506.jpg,2,0,0,equals
equals,=_100514.jpg,2,0,0,equals
equals,=_100529.jpg,2,0,0,equals
equals,=_100566.jpg,2,0,0,equals
equals,=_100586.jpg,3,0,0,Desconocido
equals,=_100623.jpg,2,0,0,equals
equals,=_100655.jpg,2,0,0,equals
equals,=_100661.jpg,2,0,0,equals
equals,=_100666.jpg,1,0,0,sub
equals,=_100695.jpg,2,0,0,equals
equals,=_100706.jpg,2,0,0,equals
equals,=_100713.jpg,2,0,0,equals
equals,=_100723.jpg,3,0,0,Desconocido
equals,=_100737.jpg,2,0,0,equals
equals,=_100751.jpg,2,0,0,equals
equals,=_100759.jpg,2,0,0,equals
equals,=_100779.jpg,2,0,0,equals
equals,=_100791.jpg,2,0,0,equals
equals,=_100801.jpg,2,0,0,equals
equals,=_100818.jpg,2,0,0,equals
equals,=_100821.jpg,4,0,0,Desconocido
equals,=_100840.jpg,3,0,0,Desconocido
equals,=_100855.jpg,2,0,0,equals
equals,=_100860.jpg,3,0,0,Desconocido
equals,=_100873.jpg,3,0,0,Desconocido
equals,=_100887.jpg,2,0,0,equals
equals,=_100901.jpg,2,0,0,equals
equals,=_100917.jpg,3,0,0,Desconocido
equals,=_10095.jpg,1,0,0,sub
equals,=_101007.jpg,3,0,0,Desconocido
equals,=_101015.jpg,2,0,0,equals
equals,=_101027.jpg,2,0,0,equals
equals,=_101035.jpg,3,0,0,Desconocido
equals,=_101046.jpg,2,0,0,equals
equals,=_101060.jpg,2,0,0,equals
equals,=_101074.jpg,2,0,0,equals
equals,=_101084.jpg,2,0,0,equals
equals,=_101088.jpg,2,0,0,equals
equals,=_101108.jpg,2,0,0,equals
equals,=_101125.jpg,2,0,0,equals
equals,=_101141.jpg,2,0,0,equals
equals,=_101156.jpg,2,0,0,equals
equals,=_101184.jpg,2,0,0,equals
equals,=_101192.jpg,2,0,0,equals
equals,=_101207.jpg,2,0,0,equals
equals,=_101238.jpg,2,0,0,equals
equals,=_101245.jpg,2,0,0,equals
equals,=_101257.jpg,2,0,0,equals
equals,=_101270.jpg,2,0,0,equals
equals,=_101283.jpg,2,0,0,equals
equals,=_101302.jpg,2,0,0,equals
equals,=_101317.jpg,2,0,0,equals
equals,=_101326.jpg,2,0,0,equals
equals,=_101338.jpg,2,0,0,equals
equals,=_101348.jpg,3,0,0,Desconocido
equals,=_101360.jpg,2,0,0,equals
equals,=_101390.jpg,2,0,0,equals
equals,=_101407.jpg,2,0,0,equals
equals,=_101415.jpg,2,0,0,equals
equals,=_101430.jpg,2,0,0,equals
equals,=_101455.jpg,2,0,0,equals
equals,=_101462.jpg,2,0,0,equals
equals,=_101475.jpg,2,0,0,equals
equals,=_101480.jpg,2,0,0,equals
equals,=_101489.jpg,3,0,0,Desconocido
equals,=_101501.jpg,3,0,0,Desconocido
equals,=_101522.jpg,2,0,0,equals
equals,=_101537.jpg,2,0,0,equals
equals,=_101542.jpg,2,0,0,equals
equals,=_101555.jpg,2,0,0,equals
equals,=_101569.jpg,2,0,0,equals
equals,=_101583.jpg,2,0,0,equals
equals,=_101599.jpg,2,0,0,equals
equals,=_101689.jpg,2,0,0,equals
equals,=_101697.jpg,2,0,0,equals
equals,=_101709.jpg,2,0,0,equals
equals,=_101717.jpg,3,0,0,Desconocido
equals,=_101728.jpg,2,0,0,equals
equals,=_101738.jpg,2,0,0,equals
equals,=_101752.jpg,3,0,0,Desconocido
equals,=_101760.jpg,2,0,0,equals
equals,=_101770.jpg,2,0,0,equals
equals,=_101782.jpg,2,0,0,equals
equals,=_101802.jpg,2,0,0,equals
equals,=_101820.jpg,2,0,0,equals
equals,=_101835.jpg,2,0,0,equals
equals,=_101840.jpg,2,0,0,equals
equals,=_101849.jpg,2,0,0,equals
equals,=_101854.jpg,2,0,0,equals
equals,=_101867.jpg,3,0,0,Desconocido
equals,=_101881.jpg,3,0,0,Desconocido
equals,=_101887.jpg,2,0,0,equals
equals,=_101892.jpg,2,0,0,equals
equals,=_1019.jpg,2,0,0,equals
equals,=_101904.jpg,2,0,0,equals
equals,=_101914.jpg,2,0,0,equals
equals,=_101926.jpg,2,0,0,equals
equals,=_101949.jpg,3,0,0,Desconocido
equals,=_101956.jpg,2,0,0,equals
equals,=_101965.jpg,2,0,0,equals
equals,=_101995.jpg,2,0,0,equals
equals,=_102005.jpg,2,0,0,equals
equals,=_102103.jpg,3,0,0,Desconocido
equals,=_102135.jpg,1,0,0,sub
equals,=_102161.jpg,2,0,0,equals
equals,=_102168.jpg,2,0,0,equals
equals,=_102181.jpg,3,0,0,Desconocido
equals,=_102195.jpg,2,0,0,equals
equals,=_102200.jpg,2,0,0,equals
equals,=_102212.jpg,2,0,0,equals
equals,=_102222.jpg,2,0,0,equals
equals,=_102225.jpg,2,0,0,equals
equals,=_102243.jpg,2,0,0,equals
equals,=_102247.jpg,2,0,0,equals
equals,=_102267.jpg,2,0,0,equals
equals,=_102283.jpg,2,0,0,equals
equals,=_102298.jpg,2,0,0,equals
equals,=_102326.jpg,2,0,0,equals
equals,=_102334.jpg,2,0,0,equals
equals,=_102349.jpg,2,0,0,equals
equals,=_102380.jpg,2,0,0,equals
equals,=_102391.jpg,2,0,0,equals
equals,=_102410.jpg,2,0,0,equals
equals,=_102426.jpg,1,0,0,sub
equals,=_102444.jpg,2,0,0,equals
equals,=_102461.jpg,2,0,0,equals
equals,=_102469.jpg,2,0,0,equals
equals,=_102477.jpg,3,0,0,Desconocido
equals,=_102490.jpg,2,0,0,equals
equals,=_102503.jpg,2,0,0,equals
equals,=_102522.jpg,2,0,0,equals
equals,=_102537.jpg,2,0,0,equals
equals,=_102546.jpg,2,0,0,equals
equals,=_102558.jpg,2,0,0,equals
equals,=_102568.jpg,2,0,0,equals
equals,=_102580.jpg,2,0,0,equals
equals,=_102610.jpg,2,0,0,equals
equals,=_102627.jpg,3,0,0,Desconocido
equals,=_102635.jpg,2,0,0,equals
equals,=_102650.jpg,2,0,0,equals
equals,=_102675.jpg,2,0,0,equals
equals,=_102682.jpg,2,0,0,equals
equals,=_102695.jpg,2,0,0,equals
equals,=_10270.jpg,2,0,0,equals
equals,=_102700.jpg,2,0,0,equals
equals,=_102711.jpg,2,0,0,equals
equals,=_102721.jpg,2,0,0,equals
equals,=_102733.jpg,2,0,0,equals
equals,=_102753.jpg,2,0,0,equals
equals,=_102771.jpg,2,0,0,equals
equals,=_102786.jpg,2,0,0,equals
equals,=_102791.jpg,2,0,0,equals
equals,=_102804.jpg,2,0,0,equals
equals,=_102818.jpg,2,0,0,equals
equals,=_102831.jpg,2,0,0,equals
equals,=_102839.jpg,2,0,0,equals
equals,=_102854.jpg,2,0,0,equals
equals,=_102870.jpg,2,0,0,equals
equals,=_102960.jpg,2,0,0,equals
equals,=_102968.jpg,2,0,0,equals
equals,=_102980.jpg,2,0,0,equals
equals,=_102988.jpg,2,0,0,equals
equals,=_102999.jpg,2,0,0,equals
equals,=_103013.jpg,2,0,0,equals
equals,=_103021.jpg,2,0,0,equals
equals,=_103028.jpg,2,0,0,equals
equals,=_103033.jpg,1,0,0,sub
equals,=_103038.jpg,2,0,0,equals
equals,=_103050.jpg,2,0,0,equals
equals,=_103062.jpg,1,0,0,sub
equals,=_103078.jpg,1,0,0,sub
equals,=_103098.jpg,2,0,0,equals
equals,=_103109.jpg,2,0,0,equals
equals,=_103125.jpg,3,0,0,Desconocido
equals,=_103159.jpg,2,0,0,equals
equals,=_103169.jpg,2,0,0,equals
equals,=_103191.jpg,2,0,0,equals
equals,=_103223.jpg,2,0,0,equals
equals,=_103249.jpg,2,0,0,equals
equals,=_103256.jpg,2,0,0,equals
equals,=_10326.jpg,2,0,0,equals
equals,=_103269.jpg,2,0,0,equals
equals,=_103274.jpg,3,0,0,Desconocido
equals,=_103286.jpg,2,0,0,equals
equals,=_103296.jpg,2,0,0,equals
equals,=_103299.jpg,2,0,0,equals
equals,=_103318.jpg,2,0,0,equals
equals,=_103325.jpg,2,0,0,equals
equals,=_103337.jpg,2,0,0,equals
equals,=_103345.jpg,2,0,0,equals
equals,=_103361.jpg,2,0,0,equals
equals,=_103373.jpg,2,0,0,equals
equals,=_103393.jpg,2,0,0,equals
equals,=_103411.jpg,2,0,0,equals
equals,=_103434.jpg,2,0,0,equals
equals,=_103442.jpg,2,0,0,equals
equals,=_103454.jpg,2,0,0,equals
equals,=_103466.jpg,2,0,0,equals
equals,=_103492.jpg,3,0,0,Desconocido
equals,=_103502.jpg,1,0,0,sub
equals,=_103568.jpg,2,0,0,equals
equals,=_103572.jpg,2,0,0,equals
equals,=_103581.jpg,2,0,0,equals
equals,=_103587.jpg,3,0,0,Desconocido
equals,=_103614.jpg,2,0,0,equals
equals,=_103622.jpg,2,0,0,equals
equals,=_103637.jpg,2,0,0,equals
equals,=_103668.jpg,2,0,0,equals
equals,=_103679.jpg,2,0,0,equals
equals,=_103698.jpg,2,0,0,equals
equals,=_103710.jpg,2,0,0,equals
equals,=_103723.jpg,2,0,0,equals
equals,=_103736.jpg,2,0,0,equals
equals,=_103755.jpg,2,0,0,equals
equals,=_103770.jpg,2,0,0,equals
equals,=_103779.jpg,2,0,0,equals
equals,=_103791.jpg,2,0,0,equals
equals,=_103801.jpg,2,0,0,equals
equals,=_103813.jpg,2,0,0,equals
equals,=_103834.jpg,2,0,0,equals
equals,=_103849.jpg,2,0,0,equals
equals,=_10387.jpg,3,0,0,Desconocido
equals,=_103874.jpg,3,0,0,Desconocido
equals,=_103893.jpg,2,0,0,equals
equals,=_103906.jpg,2,0,0,equals
equals,=_103911.jpg,2,0,0,equals
equals,=_103920.jpg,2,0,0,equals
equals,=_103932.jpg,4,0,0,Desconocido
equals,=_103960.jpg,2,0,0,equals
equals,=_103990.jpg,0,0,0,div
equals,=_104071.jpg,3,0,0,Desconocido
equals,=_104103.jpg,2,0,0,equals
equals,=_104130.jpg,2,0,0,equals
equals,=_104144.jpg,3,0,0,Desconocido
equals,=_104157.jpg,2,0,0,equals
equals,=_104174.jpg,3,0,0,Desconocido
equals,=_104196.jpg,2,0,0,equals
equals,=_104204.jpg,2,0,0,equals
equals,=_104219.jpg,1,0,0,sub
equals,=_104233.jpg,3,0,0,Desconocido
equals,=_104248.jpg,3,0,0,Desconocido
equals,=_104273.jpg,2,0,0,equals
equals,=_104280.jpg,2,0,0,equals
equals,=_104302.jpg,2,0,0,equals
equals,=_104307.jpg,3,0,0,Desconocido
equals,=_104312.jpg,2,0,0,equals
equals,=_104324.jpg,3,0,0,Desconocido
equals,=_104334.jpg,2,0,0,equals
equals,=_104396.jpg,2,0,0,equals
equals,=_104420.jpg,2,0,0,equals
equals,=_104439.jpg,2,0,0,equals
equals,=_104448.jpg,2,0,0,equals
equals,=_104457.jpg,3,0,0,Desconocido
equals,=_104478.jpg,1,0,0,sub
equals,=_104484.jpg,2,0,0,equals
equals,=_104501.jpg,2,0,0,equals
equals,=_104515.jpg,2,0,0,equals
equals,=_104527.jpg,2,0,0,equals
equals,=_104530.jpg,2,0,0,equals
equals,=_104546.jpg,2,0,0,equals
equals,=_104570.jpg,1,0,0,sub
equals,=_104576.jpg,2,0,0,equals
equals,=_104592.jpg,2,0,0,equals
equals,=_104602.jpg,4,0,0,Desconocido
equals,=_104627.jpg,0,0,0,div
equals,=_104640.jpg,3,0,0,Desconocido
equals,=_104647.jpg,3,0,0,Desconocido
equals,=_104667.jpg,2,0,0,equals
equals,=_104679.jpg,3,0,0,Desconocido
equals,=_104690.jpg,2,0,0,equals
equals,=_104707.jpg,2,0,0,equals
equals,=_104722.jpg,3,0,0,Desconocido
equals,=_104727.jpg,2,0,0,equals
equals,=_104743.jpg,2,0,0,equals
equals,=_104759.jpg,2,0,0,equals
equals,=_104777.jpg,3,0,0,Desconocido
equals,=_104843.jpg,1,0,0,sub
equals,=_104863.jpg,2,0,0,equals
equals,=_104881.jpg,3,0,0,Desconocido
equals,=_104905.jpg,3,0,0,Desconocido
equals,=_104911.jpg,2,0,0,equals
equals,=_104916.jpg,2,1,0,Desconocido
equals,=_104929.jpg,2,0,0,equals
equals,=_104943.jpg,2,0,0,equals
equals,=_104957.jpg,1,0,0,sub
equals,=_104973.jpg,2,0,0,equals
equals,=_105006.jpg,2,0,0,equals
equals,=_105081.jpg,2,0,0,equals
equals,=_105089.jpg,2,0,0,equals
equals,=_105101.jpg,2,0,0,equals
equals,=_105109.jpg,4,0,0,Desconocido
equals,=_105120.jpg,3,0,0,Desconocido
equals,=_105130.jpg,2,0,0,equals
equals,=_105148.jpg,2,0,0,equals
equals,=_105151.jpg,4,0,0,Desconocido
equals,=_105166.jpg,2,0,0,equals
equals,=_105180.jpg,2,0,0,equals
equals,=_105185.jpg,2,0,0,equals
equals,=_105204.jpg,2,0,0,equals
equals,=_105208.jpg,2,0,0,equals
equals,=_105228.jpg,2,0,0,equals
equals,=_105329.jpg,2,0,0,equals
equals,=_105343.jpg,2,0,0,equals
equals,=_105349.jpg,2,0,0,equals
equals,=_105369.jpg,3,0,0,Desconocido
equals,=_105411.jpg,2,0,0,equals
equals,=_105430.jpg,2,0,0,equals
equals,=_105445.jpg,3,0,0,Desconocido
equals,=_105458.jpg,1,0,0,sub
equals,=_105472.jpg,2,0,0,equals
equals,=_105488.jpg,2,0,0,equals
equals,=_105492.jpg,2,0,0,equals
equals,=_105520.jpg,3,0,0,Desconocido
equals,=_105555.jpg,3,0,0,Desconocido
equals,=_105567.jpg,2,0,0,equals
equals,=_105584.jpg,2,0,0,equals
equals,=_105600.jpg,3,0,0,Desconocido
equals,=_105615.jpg,2,0,0,equals
equals,=_10562.jpg,2,0,0,equals
equals,=_105643.jpg,2,0,0,equals
equals,=_105651.jpg,3,0,0,Desconocido
equals,=_105667.jpg,2,0,0,equals
equals,=_105709.jpg,4,0,0,Desconocido
equals,=_105736.jpg,3,0,0,Desconocido
equals,=_105752.jpg,3,0,0,Desconocido
equals,=_105772.jpg,2,0,0,equals
equals,=_105794.jpg,2,0,0,equals
equals,=_105810.jpg,2,0,0,equals
equals,=_105835.jpg,3,0,0,Desconocido
equals,=_105850.jpg,2,0,0,equals
equals,=_105869.jpg,2,0,0,equals
equals,=_105890.jpg,2,0,0,equals
equals,=_105943.jpg,2,0,0,equals
equals,=_105957.jpg,5,0,0,Desconocido
equals,=_105981.jpg,2,0,0,equals
equals,=_105994.jpg,3,0,0,Desconocido
equals,=_105999.jpg,2,0,0,equals
equals,=_106011.jpg,3,0,0,Desconocido
equals,=_106025.jpg,2,0,0,equals
equals,=_106067.jpg,2,0,0,equals
equals,=_106101.jpg,2,0,0,equals
equals,=_106123.jpg,2,0,0,equals
equals,=_106137.jpg,3,0,0,Desconocido
equals,=_106153.jpg,2,0,0,equals
equals,=_106167.jpg,4,0,0,Desconocido
equals,=_10618.jpg,2,0,0,equals
equals,=_106181.jpg,3,0,0,Desconocido
equals,=_106216.jpg,1,0,0,sub
equals,=_106264.jpg,2,0,0,equals
equals,=_106319.jpg,4,0,0,Desconocido
equals,=_106333.jpg,5,0,0,Desconocido
equals,=_106339.jpg,3,0,0,Desconocido
equals,=_106359.jpg,2,0,0,equals
equals,=_106367.jpg,2,0,0,equals
equals,=_106385.jpg,2,0,0,equals
equals,=_106480.jpg,2,0,0,equals
equals,=_106494.jpg,2,0,0,equals
equals,=_106594.jpg,3,0,0,Desconocido
equals,=_106714.jpg,2,0,0,equals
equals,=_106732.jpg,3,0,0,Desconocido
equals,=_106756.jpg,3,0,0,Desconocido
equals,=_106769.jpg,3,0,0,Desconocido
equals,=_106784.jpg,2,0,0,equals
equals,=_10679.jpg,2,0,0,equals
equals,=_106798.jpg,2,0,0,equals
equals,=_106812.jpg,2,0,0,equals
equals,=_106835.jpg,2,0,0,equals
equals,=_106858.jpg,3,0,0,Desconocido
equals,=_106872.jpg,2,0,0,equals
equals,=_106899.jpg,1,0,0,sub
equals,=_106923.jpg,3,0,0,Desconocido
equals,=_106953.jpg,2,0,0,equals
equals,=_106959.jpg,3,0,0,Desconocido
equals,=_106979.jpg,1,0,0,sub
equals,=_107019.jpg,3,0,0,Desconocido
equals,=_107031.jpg,2,0,0,equals
equals,=_107054.jpg,3,0,0,Desconocido
equals,=_107064.jpg,3,0,0,Desconocido
equals,=_107103.jpg,2,0,0,equals
equals,=_107120.jpg,3,0,0,Desconocido
equals,=_107134.jpg,2,0,0,equals
equals,=_107148.jpg,2,0,0,equals
equals,=_107152.jpg,2,0,0,equals
equals,=_107168.jpg,3,0,0,Desconocido
equals,=_107174.jpg,2,0,0,equals
equals,=_107194.jpg,2,0,0,equals
equals,=_107238.jpg,4,0,0,Desconocido
equals,=_107246.jpg,2,0,0,equals
equals,=_107259.jpg,2,0,0,equals
equals,=_107268.jpg,2,0,0,equals
equals,=_107296.jpg,2,0,0,equals
equals,=_107309.jpg,3,0,0,Desconocido
equals,=_107404.jpg,2,0,0,equals
equals,=_107417.jpg,2,0,0,equals
equals,=_107432.jpg,5,0,0,Desconocido
equals,=_107446.jpg,2,0,0,equals
equals,=_107461.jpg,3,0,0,Desconocido
equals,=_107481.jpg,2,0,0,equals
equals,=_107523.jpg,2,0,0,equals
equals,=_107571.jpg,2,0,0,equals
equals,=_107579.jpg,2,0,0,equals
equals,=_107599.jpg,2,0,0,equals
equals,=_107609.jpg,2,0,0,equals
equals,=_107636.jpg,2,0,0,equals
equals,=_107650.jpg,2,0,0,equals
equals,=_107661.jpg,3,0,0,Desconocido
equals,=_107668.jpg,1,0,0,sub
equals,=_107687.jpg,2,0,0,equals
equals,=_107695.jpg,2,0,0,equals
equals,=_1077.jpg,1,0,0,sub
equals,=_107701.jpg,2,0,0,equals
equals,=_107721.jpg,3,0,0,Desconocido
equals,=_107733.jpg,2,0,0,equals
equals,=_107761.jpg,2,0,0,equals
equals,=_107779.jpg,2,0,0,equals
equals,=_107792.jpg,2,0,0,equals
equals,=_107799.jpg,4,0,0,Desconocido
equals,=_107824.jpg,2,0,0,equals
equals,=_107838.jpg,2,0,0,equals
equals,=_107850.jpg,2,0,0,equals
equals,=_107868.jpg,3,0,0,Desconocido
equals,=_107882.jpg,2,0,0,equals
equals,=_107887.jpg,3,0,0,Desconocido
equals,=_107922.jpg,2,0,0,equals
equals,=_107952.jpg,2,0,0,equals
equals,=_107971.jpg,2,0,0,equals
equals,=_107993.jpg,2,0,0,equals
equals,=_108002.jpg,3,0,0,Desconocido
equals,=_108044.jpg,2,0,0,equals
equals,=_108054.jpg,3,0,0,Desconocido
equals,=_108067.jpg,2,0,0,equals
equals,=_108074.jpg,3,0,0,Desconocido
equals,=_108088.jpg,3,0,0,Desconocido
equals,=_108102.jpg,2,0,0,equals
equals,=_108154.jpg,3,0,0,Desconocido
equals,=_108174.jpg,2,0,0,equals
equals,=_108188.jpg,2,0,0,equals
